annotator_id,brier_score_avg,brier_score_Q1,brier_score_Q2,brier_score_Q3,fraction_agreement_avg,fraction_agreement_Q1,fraction_agreement_Q2,fraction_agreement_Q3,num_annotation,social_group
R_00wQLzB0CBCpsLT,0.19607084251788073,0.0609383590432791,0.24898562903240679,0.30455241458204335,37.40908872104139,13.3147512864494,29.166666666666668,58.033192090395474,26,1
R_02E7TPf0hcFBzvX,0.13594326843597415,0.004594011849042375,0.09999472855162064,0.2665615485465387,42.01625222071344,17.16101694915254,35.446859903381636,70.11194029850748,42,1
R_02Kt90m9vxg3qx3,0.2534116551884441,0.2537021480836874,0.286869810191818,0.30792746797184667,27.55622466454636,9.166666666666666,17.647058823529413,36.734693877551024,35,-1
R_03zHCPW7jmu3zUt,0.2261630227386087,0.11131553624178159,0.2889721824934158,0.3077581733764599,31.781902294535016,13.068181818181818,26.08695652173913,40.48913043478261,35,1
R_06w1AH73d5x2rER,0.22500994745528452,0.11825353002481115,0.2715501265430359,0.3284049606007575,51.53965099501414,44.020119225037256,53.54662698412699,57.14569011105235,42,1
R_07EVuCrrv9iU7kd,0.21531456112978867,0.1761791042997524,0.2397927215883997,0.29585576452382545,38.2779662575517,17.5,34.18181818181819,58.44155844155844,42,1
R_08k0oEpLpOfXfHP,0.1587307321081145,0.0026261211857882,0.1336525441012846,0.3040679919537559,52.17145283247763,30.76923076923077,59.42028985507246,71.42857142857143,41,1
R_0Ap4o4zDiTO8ipH,0.216704402824544,0.0891538305790726,0.25210225812503817,0.31230794078906376,49.42469004978717,21.73913043478261,50.0,78.34448160535118,40,1
R_0BSFHrCnP43QFXP,0.2144673772194727,0.11141864716137376,0.2752829731585378,0.31311078797520225,34.62853989067623,20.689655172413797,33.92857142857143,45.53571428571429,35,1
R_0CEI9iJX3pR8wQV,0.19207932739522324,0.04907102900255553,0.216365433426767,0.29370557162613703,34.53637645257193,16.666666666666664,25.0,51.13636363636364,34,1
R_0GmAJcYHmwHRJ7j,0.18091250221497038,0.0089399946429904,0.22302959596543281,0.30389503814887153,63.857208214705615,43.97233201581028,62.390414962010524,77.17391304347825,42,1
R_0HrEdPUv57cAc3n,0.23296273116108282,0.13937131660469276,0.2903163439768215,0.3087606822456078,38.66858764684671,24.948240165631468,40.909090909090914,51.51068533529845,35,1
