annotator_id,brier_score_avg,brier_score_Q1,brier_score_Q2,brier_score_Q3,fraction_agreement_avg,fraction_agreement_Q1,fraction_agreement_Q2,fraction_agreement_Q3,num_annotation,social_group
R_00wQLzB0CBCpsLT,0.1791045264825653,0.15196489188506782,0.19015418725617475,0.2291434683293055,37.40908872104139,13.3147512864494,29.166666666666668,58.033192090395474,26,1
R_02E7TPf0hcFBzvX,0.1464046922669805,0.0851075499922571,0.15785518323803044,0.1867204830801073,42.01625222071344,17.16101694915254,35.446859903381636,70.11194029850748,42,1
R_02Kt90m9vxg3qx3,0.19728048709336685,0.15966236920243204,0.1877167075821106,0.22173529022872052,27.55622466454636,9.166666666666666,17.647058823529413,36.734693877551024,35,-1
R_03zHCPW7jmu3zUt,0.1744680698430817,0.1558906677207712,0.1802617565286749,0.22022204243472684,31.781902294535016,13.068181818181818,26.08695652173913,40.48913043478261,35,1
R_06w1AH73d5x2rER,0.1726215491135164,0.1311704457483774,0.1929879268153759,0.20981206782546735,51.53965099501414,44.020119225037256,53.54662698412699,57.14569011105235,42,1
R_07EVuCrrv9iU7kd,0.1446762541045675,0.04942615596213512,0.15993077852898197,0.21186307571666374,38.2779662575517,17.5,34.18181818181819,58.44155844155844,42,1
R_08k0oEpLpOfXfHP,0.14360984648870345,0.0851075499922571,0.1298039512259441,0.1891380845950499,52.17145283247763,30.76923076923077,59.42028985507246,71.42857142857143,41,1
R_0Ap4o4zDiTO8ipH,0.17551724335685212,0.14966437134937272,0.18309290084315022,0.2121174258586461,49.42469004978717,21.73913043478261,50.0,78.34448160535118,40,1
R_0BSFHrCnP43QFXP,0.15690955508116478,0.0969189912728971,0.1579891728053918,0.22180098050450692,34.62853989067623,20.689655172413797,33.92857142857143,45.53571428571429,35,1
R_0CEI9iJX3pR8wQV,0.17914579788659135,0.1228701009475145,0.19153119147797498,0.22122034089934758,34.53637645257193,16.666666666666664,25.0,51.13636363636364,34,1
R_0GmAJcYHmwHRJ7j,0.16637417689079717,0.12281061305584864,0.13191107784689643,0.22076169007714552,63.857208214705615,43.97233201581028,62.390414962010524,77.17391304347825,42,1
R_0HrEdPUv57cAc3n,0.14694229956972912,0.10495022803375785,0.1246348700799852,0.1886076019922271,38.66858764684671,24.948240165631468,40.909090909090914,51.51068533529845,35,1
R_0Jo7SIRQYBCmocF,0.1953990225579379,0.1630986535658982,0.2024849292566541,0.2173950363322551,44.66425315741613,18.2518115942029,34.78260869565217,83.16326530612244,42,1
R_0MRUAPdm4VOMRBT,0.1738916500093352,0.12020800280507835,0.1757385552073277,0.224503057019678,47.305031621736504,33.33333333333333,50.0,61.684782608695656,35,1
R_0OsPhC57tiO8gsp,0.17587645170242697,0.11424518947234945,0.1892567978445446,0.24213999264785424,46.31266697593128,18.573667711598745,52.17391304347826,69.56521739130434,35,1
R_0POTr13HtSf8si5,0.16569817128792264,0.1421150284809218,0.1676931449262374,0.1813894742302021,46.79035525891998,24.193548387096776,52.17391304347826,66.66666666666666,49,1
R_0SzqZhWZPIvzfDX,0.16289053446346924,0.118618183845305,0.1756053858925881,0.2387168859483162,44.92884907472655,25.53191489361702,39.130434782608695,70.83333333333334,37,0
R_0UI4VrrussCTiRH,0.1782771519931884,0.14568988477927414,0.1907082841747631,0.21159348471351774,23.750611628232893,9.090909090909092,12.280701754385964,25.929229854296757,35,0
R_0UoRQwU52oYuF4l,0.16848358480357284,0.13786452692440998,0.1672148785338248,0.22369197457140455,42.271578782824356,17.556848228450555,27.27272727272727,63.83928571428572,40,0
R_0Vs5a4dtR1lBaPT,0.16531929297555784,0.1254823699714639,0.148076654109876,0.22104008997633878,43.20323771127756,24.65909090909091,45.833333333333336,58.333333333333336,40,0
R_0cVqDSV6o2HUdDH,0.13183595197691708,0.1082469981720234,0.1126930242324922,0.17754527461103148,52.91780679426949,27.80748663101604,45.07246376811594,92.54385964912281,30,1
R_0cyJgV1GUVj7ytr,0.1623639748532891,0.1433110317899223,0.1683518289965462,0.2042479889310868,31.472450340884386,15.555555555555555,20.833333333333336,50.0,41,0
R_0dpAINcze7j1uIp,0.18774106779560965,0.16073306837513587,0.1824469054381945,0.2115936093088717,38.80702042611003,8.794466403162055,39.130434782608695,56.59186535764376,34,1
R_0etnb4hkBrJIOOZ,0.20095583695141409,0.1459772646548086,0.1806639472909577,0.24088848170111354,39.87422274728233,20.856019358741683,38.983050847457626,53.08777429467084,27,0
R_0fA3HNBDy2n0EI9,0.1825181370088742,0.142591330596708,0.202375142268963,0.2173109382063684,14.995249537992319,4.879032258064516,9.761904761904763,23.86734693877551,42,0
R_0fC005uI6zelQXf,0.16320769334600344,0.1106284218173813,0.1584917880578081,0.20135270717197018,38.407318563647216,25.614035087719298,37.5,45.6447963800905,35,1
R_0iJv8Dh2CEwHFzX,0.18931714860046103,0.14891962368329714,0.21199366816371956,0.2273573296087265,30.532824711746787,9.1991341991342,20.454545454545453,44.96047430830039,42,0
R_0j6bkMARjboMWE9,0.2026075059452752,0.16327391227204707,0.1966707345506403,0.2351459456123907,29.561880789918256,16.228070175438596,20.833333333333336,29.166666666666668,35,0
