annotator_id,brier_score_avg,brier_score_Q1,brier_score_Q2,brier_score_Q3,fraction_agreement_avg,fraction_agreement_Q1,fraction_agreement_Q2,fraction_agreement_Q3,num_annotation,social_group
283972,0.2690623733046383,0.2690623733046383,0.2690623733046383,0.2690623733046383,60.0,60.0,60.0,60.0,1,0
1034132,0.16976183209212384,0.14705023319688476,0.16976183209212384,0.19247343098736291,58.33333333333333,54.166666666666664,58.33333333333333,62.49999999999999,2,1
1213485,0.1892976441971674,0.1892976441971674,0.1892976441971674,0.1892976441971674,83.33333333333334,83.33333333333334,83.33333333333334,83.33333333333334,1,0
1226439,0.12383024801119001,0.063393353761673,0.0906785026427332,0.2112344739426817,61.33333333333333,50.0,66.66666666666666,66.66666666666666,25,-1
1804048,0.2724184232739831,0.2724184232739831,0.2724184232739831,0.2724184232739831,66.66666666666666,66.66666666666666,66.66666666666666,66.66666666666666,1,1
2144944,0.121268000909878,0.121268000909878,0.121268000909878,0.121268000909878,83.33333333333334,83.33333333333334,83.33333333333334,83.33333333333334,1,1
2385721,0.23453173811830508,0.2214192964075413,0.2319362841102625,0.2609571791461669,25.0,25.0,25.0,25.0,21,0
3088028,0.21629934131898992,0.20268087736687648,0.21990445594313374,0.23644019598290833,42.22701149425287,33.33333333333333,45.0,50.0,116,1
3770894,0.177555753029865,0.09078715768926947,0.1996088160341971,0.2549400408941464,51.979166666666664,33.33333333333333,50.0,66.66666666666666,32,1
3778440,0.2543636024465439,0.2508188262609922,0.2543636024465439,0.2579083786320956,33.33333333333333,33.33333333333333,33.33333333333333,33.33333333333333,2,1
3793818,0.2479541789827048,0.2479541789827048,0.2479541789827048,0.2479541789827048,33.33333333333333,33.33333333333333,33.33333333333333,33.33333333333333,1,1
5171967,0.1729235135590263,0.10457401402807605,0.16964985398232452,0.248970608385337,51.55555555555555,50.0,50.0,50.0,30,0
5294811,0.2048629007104842,0.2048629007104842,0.2048629007104842,0.2048629007104842,50.0,50.0,50.0,50.0,1,1
5428237,0.20534582677336918,0.1930550028747841,0.2175858561466214,0.237065615606056,40.476190476190474,33.33333333333333,40.0,50.0,35,1
5442867,0.0982387809510592,0.0982387809510592,0.0982387809510592,0.0982387809510592,83.33333333333334,83.33333333333334,83.33333333333334,83.33333333333334,1,0
5701760,0.20032365428873167,0.17163607774538062,0.20032365428873167,0.2290112308320827,75.0,62.5,75.0,87.5,2,1
6690712,0.2132953625939385,0.20405779315480163,0.22324142792575824,0.23718530646604455,38.333333333333336,33.33333333333333,33.33333333333333,50.0,42,1
7288661,0.13399821501617326,0.08450025624068158,0.1292241108620783,0.16884586607956942,16.969696969696965,16.666666666666664,16.666666666666664,16.666666666666664,66,0
7304061,0.1596013162890086,0.08412591127657808,0.15482867977625536,0.23787864811936557,50.11111111111111,50.0,50.0,50.0,30,0
7815980,0.272223258814633,0.272223258814633,0.272223258814633,0.272223258814633,33.33333333333333,33.33333333333333,33.33333333333333,33.33333333333333,1,0
7942319,0.19744881797909586,0.19359432834345328,0.19744881797909586,0.2013033076147384,16.666666666666664,16.666666666666664,16.666666666666664,16.666666666666664,2,1
8526465,0.13914387155149316,0.0714986877464862,0.1182575326670781,0.229506363045198,56.46090534979424,50.0,50.0,66.66666666666666,81,0
9108933,0.200490266002007,0.20099509165816315,0.2139741786479235,0.22548357163683305,37.97101449275362,33.33333333333333,33.33333333333333,50.0,23,1
9175691,0.12800783093318904,0.06617840308703381,0.0908500029431928,0.22481370315826543,65.7051282051282,50.0,66.66666666666666,75.0,26,1
10166032,0.15443084153346312,0.07851436823837232,0.13505180327220717,0.23816263782904967,50.472972972972975,33.33333333333333,50.0,66.66666666666666,74,0
10280976,0.2324551803240898,0.2324551803240898,0.2324551803240898,0.2324551803240898,16.666666666666664,16.666666666666664,16.666666666666664,16.666666666666664,1,1
10402287,0.2212553166157067,0.2212553166157067,0.2212553166157067,0.2212553166157067,33.33333333333333,33.33333333333333,33.33333333333333,33.33333333333333,1,0
10638687,0.2163100612865286,0.1988213623114078,0.2172539842530417,0.24362107561480784,33.01075268817204,20.0,33.33333333333333,33.33333333333333,124,1
11113232,0.2724184232739831,0.2724184232739831,0.2724184232739831,0.2724184232739831,66.66666666666666,66.66666666666666,66.66666666666666,66.66666666666666,1,1
11150592,0.2715145905726262,0.2715145905726262,0.2715145905726262,0.2715145905726262,50.0,50.0,50.0,50.0,1,0
11496683,0.21011147532059418,0.19261165158737145,0.2171344997006701,0.24419804059896338,37.647058823529406,33.33333333333333,33.33333333333333,50.0,34,1
