comment_id,label,probs
0,4,"{""0"": 0.05227719247341156, ""1"": 0.4516180157661438, ""2"": 0.06178029254078865, ""3"": 0.02967137098312378, ""4"": 0.4046531319618225}"
0,1,"{""0"": 0.05227719247341156, ""1"": 0.4516180157661438, ""2"": 0.06178029254078865, ""3"": 0.02967137098312378, ""4"": 0.4046531319618225}"
0,2,"{""0"": 0.05227719247341156, ""1"": 0.4516180157661438, ""2"": 0.06178029254078865, ""3"": 0.02967137098312378, ""4"": 0.4046531319618225}"
0,0,"{""0"": 0.05227719247341156, ""1"": 0.4516180157661438, ""2"": 0.06178029254078865, ""3"": 0.02967137098312378, ""4"": 0.4046531319618225}"
0,3,"{""0"": 0.05227719247341156, ""1"": 0.4516180157661438, ""2"": 0.06178029254078865, ""3"": 0.02967137098312378, ""4"": 0.4046531319618225}"
1,3,"{""0"": 0.3454107344150543, ""1"": 0.1287476271390915, ""2"": 0.09562087804079056, ""3"": 0.10423034429550171, ""4"": 0.3259904384613037}"
1,2,"{""0"": 0.3454107344150543, ""1"": 0.1287476271390915, ""2"": 0.09562087804079056, ""3"": 0.10423034429550171, ""4"": 0.3259904384613037}"
1,4,"{""0"": 0.3454107344150543, ""1"": 0.1287476271390915, ""2"": 0.09562087804079056, ""3"": 0.10423034429550171, ""4"": 0.3259904384613037}"
1,1,"{""0"": 0.3454107344150543, ""1"": 0.1287476271390915, ""2"": 0.09562087804079056, ""3"": 0.10423034429550171, ""4"": 0.3259904384613037}"
1,0,"{""0"": 0.3454107344150543, ""1"": 0.1287476271390915, ""2"": 0.09562087804079056, ""3"": 0.10423034429550171, ""4"": 0.3259904384613037}"
2,1,"{""0"": 0.40257999300956726, ""1"": 0.16751226782798767, ""2"": 0.1332116276025772, ""3"": 0.10821686685085297, ""4"": 0.18847927451133728}"
2,2,"{""0"": 0.40257999300956726, ""1"": 0.16751226782798767, ""2"": 0.1332116276025772, ""3"": 0.10821686685085297, ""4"": 0.18847927451133728}"
2,0,"{""0"": 0.40257999300956726, ""1"": 0.16751226782798767, ""2"": 0.1332116276025772, ""3"": 0.10821686685085297, ""4"": 0.18847927451133728}"
2,4,"{""0"": 0.40257999300956726, ""1"": 0.16751226782798767, ""2"": 0.1332116276025772, ""3"": 0.10821686685085297, ""4"": 0.18847927451133728}"
2,3,"{""0"": 0.40257999300956726, ""1"": 0.16751226782798767, ""2"": 0.1332116276025772, ""3"": 0.10821686685085297, ""4"": 0.18847927451133728}"
3,1,"{""0"": 0.3118475079536438, ""1"": 0.22767281532287598, ""2"": 0.19439713656902313, ""3"": 0.11736780405044556, ""4"": 0.14871476590633392}"
3,3,"{""0"": 0.3118475079536438, ""1"": 0.22767281532287598, ""2"": 0.19439713656902313, ""3"": 0.11736780405044556, ""4"": 0.14871476590633392}"
3,0,"{""0"": 0.3118475079536438, ""1"": 0.22767281532287598, ""2"": 0.19439713656902313, ""3"": 0.11736780405044556, ""4"": 0.14871476590633392}"
3,4,"{""0"": 0.3118475079536438, ""1"": 0.22767281532287598, ""2"": 0.19439713656902313, ""3"": 0.11736780405044556, ""4"": 0.14871476590633392}"
3,2,"{""0"": 0.3118475079536438, ""1"": 0.22767281532287598, ""2"": 0.19439713656902313, ""3"": 0.11736780405044556, ""4"": 0.14871476590633392}"
4,0,"{""0"": 0.40799811482429504, ""1"": 0.15938341617584229, ""2"": 0.08699863404035568, ""3"": 0.05373876914381981, ""4"": 0.2918810546398163}"
4,3,"{""0"": 0.40799811482429504, ""1"": 0.15938341617584229, ""2"": 0.08699863404035568, ""3"": 0.05373876914381981, ""4"": 0.2918810546398163}"
4,1,"{""0"": 0.40799811482429504, ""1"": 0.15938341617584229, ""2"": 0.08699863404035568, ""3"": 0.05373876914381981, ""4"": 0.2918810546398163}"
4,2,"{""0"": 0.40799811482429504, ""1"": 0.15938341617584229, ""2"": 0.08699863404035568, ""3"": 0.05373876914381981, ""4"": 0.2918810546398163}"
4,4,"{""0"": 0.40799811482429504, ""1"": 0.15938341617584229, ""2"": 0.08699863404035568, ""3"": 0.05373876914381981, ""4"": 0.2918810546398163}"
5,0,"{""0"": 0.2457532435655594, ""1"": 0.4219411015510559, ""2"": 0.1876526176929474, ""3"": 0.06981689482927322, ""4"": 0.07483616471290588}"
5,1,"{""0"": 0.2457532435655594, ""1"": 0.4219411015510559, ""2"": 0.1876526176929474, ""3"": 0.06981689482927322, ""4"": 0.07483616471290588}"
5,3,"{""0"": 0.2457532435655594, ""1"": 0.4219411015510559, ""2"": 0.1876526176929474, ""3"": 0.06981689482927322, ""4"": 0.07483616471290588}"
5,2,"{""0"": 0.2457532435655594, ""1"": 0.4219411015510559, ""2"": 0.1876526176929474, ""3"": 0.06981689482927322, ""4"": 0.07483616471290588}"
5,4,"{""0"": 0.2457532435655594, ""1"": 0.4219411015510559, ""2"": 0.1876526176929474, ""3"": 0.06981689482927322, ""4"": 0.07483616471290588}"
7,1,"{""0"": 0.13537529110908508, ""1"": 0.1431410163640976, ""2"": 0.21314868330955505, ""3"": 0.2621312141418457, ""4"": 0.24620379507541656}"
7,0,"{""0"": 0.13537529110908508, ""1"": 0.1431410163640976, ""2"": 0.21314868330955505, ""3"": 0.2621312141418457, ""4"": 0.24620379507541656}"
7,2,"{""0"": 0.13537529110908508, ""1"": 0.1431410163640976, ""2"": 0.21314868330955505, ""3"": 0.2621312141418457, ""4"": 0.24620379507541656}"
7,4,"{""0"": 0.13537529110908508, ""1"": 0.1431410163640976, ""2"": 0.21314868330955505, ""3"": 0.2621312141418457, ""4"": 0.24620379507541656}"
7,3,"{""0"": 0.13537529110908508, ""1"": 0.1431410163640976, ""2"": 0.21314868330955505, ""3"": 0.2621312141418457, ""4"": 0.24620379507541656}"
9,1,"{""0"": 0.045030899345874786, ""1"": 0.7917034029960632, ""2"": 0.06739582121372223, ""3"": 0.03850202634930611, ""4"": 0.05736774578690529}"
9,0,"{""0"": 0.045030899345874786, ""1"": 0.7917034029960632, ""2"": 0.06739582121372223, ""3"": 0.03850202634930611, ""4"": 0.05736774578690529}"
9,2,"{""0"": 0.045030899345874786, ""1"": 0.7917034029960632, ""2"": 0.06739582121372223, ""3"": 0.03850202634930611, ""4"": 0.05736774578690529}"
10,0,"{""0"": 0.28720980882644653, ""1"": 0.5040485858917236, ""2"": 0.1442953646183014, ""3"": 0.035414598882198334, ""4"": 0.02903161756694317}"
10,1,"{""0"": 0.28720980882644653, ""1"": 0.5040485858917236, ""2"": 0.1442953646183014, ""3"": 0.035414598882198334, ""4"": 0.02903161756694317}"
10,2,"{""0"": 0.28720980882644653, ""1"": 0.5040485858917236, ""2"": 0.1442953646183014, ""3"": 0.035414598882198334, ""4"": 0.02903161756694317}"
10,3,"{""0"": 0.28720980882644653, ""1"": 0.5040485858917236, ""2"": 0.1442953646183014, ""3"": 0.035414598882198334, ""4"": 0.02903161756694317}"
10,4,"{""0"": 0.28720980882644653, ""1"": 0.5040485858917236, ""2"": 0.1442953646183014, ""3"": 0.035414598882198334, ""4"": 0.02903161756694317}"
11,0,"{""0"": 0.5292270183563232, ""1"": 0.14488525688648224, ""2"": 0.1145690456032753, ""3"": 0.07305887341499329, ""4"": 0.13825979828834534}"
11,1,"{""0"": 0.5292270183563232, ""1"": 0.14488525688648224, ""2"": 0.1145690456032753, ""3"": 0.07305887341499329, ""4"": 0.13825979828834534}"
11,4,"{""0"": 0.5292270183563232, ""1"": 0.14488525688648224, ""2"": 0.1145690456032753, ""3"": 0.07305887341499329, ""4"": 0.13825979828834534}"
11,2,"{""0"": 0.5292270183563232, ""1"": 0.14488525688648224, ""2"": 0.1145690456032753, ""3"": 0.07305887341499329, ""4"": 0.13825979828834534}"
11,3,"{""0"": 0.5292270183563232, ""1"": 0.14488525688648224, ""2"": 0.1145690456032753, ""3"": 0.07305887341499329, ""4"": 0.13825979828834534}"
12,4,"{""0"": 0.2671574652194977, ""1"": 0.14624349772930145, ""2"": 0.14128632843494415, ""3"": 0.15032055974006653, ""4"": 0.2949920892715454}"
12,0,"{""0"": 0.2671574652194977, ""1"": 0.14624349772930145, ""2"": 0.14128632843494415, ""3"": 0.15032055974006653, ""4"": 0.2949920892715454}"
12,1,"{""0"": 0.2671574652194977, ""1"": 0.14624349772930145, ""2"": 0.14128632843494415, ""3"": 0.15032055974006653, ""4"": 0.2949920892715454}"
12,2,"{""0"": 0.2671574652194977, ""1"": 0.14624349772930145, ""2"": 0.14128632843494415, ""3"": 0.15032055974006653, ""4"": 0.2949920892715454}"
12,3,"{""0"": 0.2671574652194977, ""1"": 0.14624349772930145, ""2"": 0.14128632843494415, ""3"": 0.15032055974006653, ""4"": 0.2949920892715454}"
13,0,"{""0"": 0.4418524503707886, ""1"": 0.1853727102279663, ""2"": 0.11953576654195786, ""3"": 0.09477177262306213, ""4"": 0.15846729278564453}"
13,1,"{""0"": 0.4418524503707886, ""1"": 0.1853727102279663, ""2"": 0.11953576654195786, ""3"": 0.09477177262306213, ""4"": 0.15846729278564453}"
13,2,"{""0"": 0.4418524503707886, ""1"": 0.1853727102279663, ""2"": 0.11953576654195786, ""3"": 0.09477177262306213, ""4"": 0.15846729278564453}"
13,4,"{""0"": 0.4418524503707886, ""1"": 0.1853727102279663, ""2"": 0.11953576654195786, ""3"": 0.09477177262306213, ""4"": 0.15846729278564453}"
13,3,"{""0"": 0.4418524503707886, ""1"": 0.1853727102279663, ""2"": 0.11953576654195786, ""3"": 0.09477177262306213, ""4"": 0.15846729278564453}"
14,0,"{""0"": 0.06920932233333588, ""1"": 0.20677055418491364, ""2"": 0.23699241876602173, ""3"": 0.23051953315734863, ""4"": 0.2565082013607025}"
14,2,"{""0"": 0.06920932233333588, ""1"": 0.20677055418491364, ""2"": 0.23699241876602173, ""3"": 0.23051953315734863, ""4"": 0.2565082013607025}"
14,1,"{""0"": 0.06920932233333588, ""1"": 0.20677055418491364, ""2"": 0.23699241876602173, ""3"": 0.23051953315734863, ""4"": 0.2565082013607025}"
14,3,"{""0"": 0.06920932233333588, ""1"": 0.20677055418491364, ""2"": 0.23699241876602173, ""3"": 0.23051953315734863, ""4"": 0.2565082013607025}"
14,4,"{""0"": 0.06920932233333588, ""1"": 0.20677055418491364, ""2"": 0.23699241876602173, ""3"": 0.23051953315734863, ""4"": 0.2565082013607025}"
15,1,"{""0"": 0.01674385368824005, ""1"": 0.23876000940799713, ""2"": 0.5944714546203613, ""3"": 0.11700142174959183, ""4"": 0.033023253083229065}"
15,4,"{""0"": 0.01674385368824005, ""1"": 0.23876000940799713, ""2"": 0.5944714546203613, ""3"": 0.11700142174959183, ""4"": 0.033023253083229065}"
15,3,"{""0"": 0.01674385368824005, ""1"": 0.23876000940799713, ""2"": 0.5944714546203613, ""3"": 0.11700142174959183, ""4"": 0.033023253083229065}"
15,2,"{""0"": 0.01674385368824005, ""1"": 0.23876000940799713, ""2"": 0.5944714546203613, ""3"": 0.11700142174959183, ""4"": 0.033023253083229065}"
15,0,"{""0"": 0.01674385368824005, ""1"": 0.23876000940799713, ""2"": 0.5944714546203613, ""3"": 0.11700142174959183, ""4"": 0.033023253083229065}"
16,1,"{""0"": 0.3948877155780792, ""1"": 0.22302041947841644, ""2"": 0.23793362081050873, ""3"": 0.08726532012224197, ""4"": 0.05689297616481781}"
16,0,"{""0"": 0.3948877155780792, ""1"": 0.22302041947841644, ""2"": 0.23793362081050873, ""3"": 0.08726532012224197, ""4"": 0.05689297616481781}"
16,2,"{""0"": 0.3948877155780792, ""1"": 0.22302041947841644, ""2"": 0.23793362081050873, ""3"": 0.08726532012224197, ""4"": 0.05689297616481781}"
16,3,"{""0"": 0.3948877155780792, ""1"": 0.22302041947841644, ""2"": 0.23793362081050873, ""3"": 0.08726532012224197, ""4"": 0.05689297616481781}"
17,0,"{""0"": 0.21740135550498962, ""1"": 0.48998844623565674, ""2"": 0.15490059554576874, ""3"": 0.05810296908020973, ""4"": 0.07960661500692368}"
17,1,"{""0"": 0.21740135550498962, ""1"": 0.48998844623565674, ""2"": 0.15490059554576874, ""3"": 0.05810296908020973, ""4"": 0.07960661500692368}"
17,2,"{""0"": 0.21740135550498962, ""1"": 0.48998844623565674, ""2"": 0.15490059554576874, ""3"": 0.05810296908020973, ""4"": 0.07960661500692368}"
18,0,"{""0"": 0.08392606675624847, ""1"": 0.6216519474983215, ""2"": 0.13970236480236053, ""3"": 0.05216212570667267, ""4"": 0.10255755484104156}"
18,1,"{""0"": 0.08392606675624847, ""1"": 0.6216519474983215, ""2"": 0.13970236480236053, ""3"": 0.05216212570667267, ""4"": 0.10255755484104156}"
18,2,"{""0"": 0.08392606675624847, ""1"": 0.6216519474983215, ""2"": 0.13970236480236053, ""3"": 0.05216212570667267, ""4"": 0.10255755484104156}"
18,3,"{""0"": 0.08392606675624847, ""1"": 0.6216519474983215, ""2"": 0.13970236480236053, ""3"": 0.05216212570667267, ""4"": 0.10255755484104156}"
18,4,"{""0"": 0.08392606675624847, ""1"": 0.6216519474983215, ""2"": 0.13970236480236053, ""3"": 0.05216212570667267, ""4"": 0.10255755484104156}"
19,0,"{""0"": 0.3631017804145813, ""1"": 0.20887631177902222, ""2"": 0.2263394296169281, ""3"": 0.10502664744853973, ""4"": 0.09665586054325104}"
19,2,"{""0"": 0.3631017804145813, ""1"": 0.20887631177902222, ""2"": 0.2263394296169281, ""3"": 0.10502664744853973, ""4"": 0.09665586054325104}"
19,1,"{""0"": 0.3631017804145813, ""1"": 0.20887631177902222, ""2"": 0.2263394296169281, ""3"": 0.10502664744853973, ""4"": 0.09665586054325104}"
19,4,"{""0"": 0.3631017804145813, ""1"": 0.20887631177902222, ""2"": 0.2263394296169281, ""3"": 0.10502664744853973, ""4"": 0.09665586054325104}"
19,3,"{""0"": 0.3631017804145813, ""1"": 0.20887631177902222, ""2"": 0.2263394296169281, ""3"": 0.10502664744853973, ""4"": 0.09665586054325104}"
20,3,"{""0"": 0.2962697744369507, ""1"": 0.1791597157716751, ""2"": 0.21718674898147583, ""3"": 0.1444086879491806, ""4"": 0.1629750281572342}"
20,4,"{""0"": 0.2962697744369507, ""1"": 0.1791597157716751, ""2"": 0.21718674898147583, ""3"": 0.1444086879491806, ""4"": 0.1629750281572342}"
20,0,"{""0"": 0.2962697744369507, ""1"": 0.1791597157716751, ""2"": 0.21718674898147583, ""3"": 0.1444086879491806, ""4"": 0.1629750281572342}"
20,1,"{""0"": 0.2962697744369507, ""1"": 0.1791597157716751, ""2"": 0.21718674898147583, ""3"": 0.1444086879491806, ""4"": 0.1629750281572342}"
20,2,"{""0"": 0.2962697744369507, ""1"": 0.1791597157716751, ""2"": 0.21718674898147583, ""3"": 0.1444086879491806, ""4"": 0.1629750281572342}"
21,3,"{""0"": 0.06853408366441727, ""1"": 0.571797788143158, ""2"": 0.14045269787311554, ""3"": 0.06232636049389839, ""4"": 0.15688899159431458}"
21,0,"{""0"": 0.06853408366441727, ""1"": 0.571797788143158, ""2"": 0.14045269787311554, ""3"": 0.06232636049389839, ""4"": 0.15688899159431458}"
21,2,"{""0"": 0.06853408366441727, ""1"": 0.571797788143158, ""2"": 0.14045269787311554, ""3"": 0.06232636049389839, ""4"": 0.15688899159431458}"
21,1,"{""0"": 0.06853408366441727, ""1"": 0.571797788143158, ""2"": 0.14045269787311554, ""3"": 0.06232636049389839, ""4"": 0.15688899159431458}"
21,4,"{""0"": 0.06853408366441727, ""1"": 0.571797788143158, ""2"": 0.14045269787311554, ""3"": 0.06232636049389839, ""4"": 0.15688899159431458}"
22,0,"{""0"": 0.52192622423172, ""1"": 0.1548990160226822, ""2"": 0.11914918571710587, ""3"": 0.07976286858320236, ""4"": 0.12426271289587021}"
22,1,"{""0"": 0.52192622423172, ""1"": 0.1548990160226822, ""2"": 0.11914918571710587, ""3"": 0.07976286858320236, ""4"": 0.12426271289587021}"
22,3,"{""0"": 0.52192622423172, ""1"": 0.1548990160226822, ""2"": 0.11914918571710587, ""3"": 0.07976286858320236, ""4"": 0.12426271289587021}"
22,2,"{""0"": 0.52192622423172, ""1"": 0.1548990160226822, ""2"": 0.11914918571710587, ""3"": 0.07976286858320236, ""4"": 0.12426271289587021}"
23,0,"{""0"": 0.40379470586776733, ""1"": 0.27507272362709045, ""2"": 0.15362443029880524, ""3"": 0.057278964668512344, ""4"": 0.11022916436195374}"
