comment_id,label,probs
4,5,"{""1"": 0.9966471195220947, ""2"": 0.0013707116013392806, ""3"": 0.00031978721381165087, ""4"": 0.0005962025607004762, ""5"": 0.0010662171989679337}"
4,2,"{""1"": 0.9966471195220947, ""2"": 0.0013707116013392806, ""3"": 0.00031978721381165087, ""4"": 0.0005962025607004762, ""5"": 0.0010662171989679337}"
4,4,"{""1"": 0.9966471195220947, ""2"": 0.0013707116013392806, ""3"": 0.00031978721381165087, ""4"": 0.0005962025607004762, ""5"": 0.0010662171989679337}"
15,4,"{""1"": 0.9619993567466736, ""2"": 0.020129799842834473, ""3"": 0.002350284019485116, ""4"": 0.006739524193108082, ""5"": 0.008781052194535732}"
15,5,"{""1"": 0.9619993567466736, ""2"": 0.020129799842834473, ""3"": 0.002350284019485116, ""4"": 0.006739524193108082, ""5"": 0.008781052194535732}"
15,2,"{""1"": 0.9619993567466736, ""2"": 0.020129799842834473, ""3"": 0.002350284019485116, ""4"": 0.006739524193108082, ""5"": 0.008781052194535732}"
24,5,"{""1"": 0.8314219117164612, ""2"": 0.08772199600934982, ""3"": 0.011565065942704678, ""4"": 0.02847195416688919, ""5"": 0.04081907495856285}"
24,1,"{""1"": 0.8314219117164612, ""2"": 0.08772199600934982, ""3"": 0.011565065942704678, ""4"": 0.02847195416688919, ""5"": 0.04081907495856285}"
24,4,"{""1"": 0.8314219117164612, ""2"": 0.08772199600934982, ""3"": 0.011565065942704678, ""4"": 0.02847195416688919, ""5"": 0.04081907495856285}"
31,5,"{""1"": 0.9840980172157288, ""2"": 0.007902567274868488, ""3"": 0.0017962157726287842, ""4"": 0.0026148734614253044, ""5"": 0.003588360268622637}"
31,4,"{""1"": 0.9840980172157288, ""2"": 0.007902567274868488, ""3"": 0.0017962157726287842, ""4"": 0.0026148734614253044, ""5"": 0.003588360268622637}"
31,3,"{""1"": 0.9840980172157288, ""2"": 0.007902567274868488, ""3"": 0.0017962157726287842, ""4"": 0.0026148734614253044, ""5"": 0.003588360268622637}"
45,4,"{""1"": 0.9682816863059998, ""2"": 0.021646803244948387, ""3"": 0.002317043486982584, ""4"": 0.004532122518867254, ""5"": 0.0032223768066614866}"
45,5,"{""1"": 0.9682816863059998, ""2"": 0.021646803244948387, ""3"": 0.002317043486982584, ""4"": 0.004532122518867254, ""5"": 0.0032223768066614866}"
45,1,"{""1"": 0.9682816863059998, ""2"": 0.021646803244948387, ""3"": 0.002317043486982584, ""4"": 0.004532122518867254, ""5"": 0.0032223768066614866}"
49,5,"{""1"": 0.9683442115783691, ""2"": 0.015813926234841347, ""3"": 0.002022885950282216, ""4"": 0.006569108460098505, ""5"": 0.007249883376061916}"
49,2,"{""1"": 0.9683442115783691, ""2"": 0.015813926234841347, ""3"": 0.002022885950282216, ""4"": 0.006569108460098505, ""5"": 0.007249883376061916}"
49,3,"{""1"": 0.9683442115783691, ""2"": 0.015813926234841347, ""3"": 0.002022885950282216, ""4"": 0.006569108460098505, ""5"": 0.007249883376061916}"
60,5,"{""1"": 0.9979255199432373, ""2"": 0.0006646584952250123, ""3"": 0.00013621419202536345, ""4"": 0.000476607761811465, ""5"": 0.0007969447178766131}"
60,4,"{""1"": 0.9979255199432373, ""2"": 0.0006646584952250123, ""3"": 0.00013621419202536345, ""4"": 0.000476607761811465, ""5"": 0.0007969447178766131}"
60,1,"{""1"": 0.9979255199432373, ""2"": 0.0006646584952250123, ""3"": 0.00013621419202536345, ""4"": 0.000476607761811465, ""5"": 0.0007969447178766131}"
63,4,"{""1"": 0.9934499859809875, ""2"": 0.0019373656250536442, ""3"": 0.0004210828628856689, ""4"": 0.0014521051198244095, ""5"": 0.002739420859143138}"
63,5,"{""1"": 0.9934499859809875, ""2"": 0.0019373656250536442, ""3"": 0.0004210828628856689, ""4"": 0.0014521051198244095, ""5"": 0.002739420859143138}"
63,1,"{""1"": 0.9934499859809875, ""2"": 0.0019373656250536442, ""3"": 0.0004210828628856689, ""4"": 0.0014521051198244095, ""5"": 0.002739420859143138}"
