comment_id,label,probs
Ugw-4AhDDIPtUPBMNjZ4AaABAg,1.0,"{""1"": 0.761252760887146, ""2"": 0.10879387706518173, ""3"": 0.06560860574245453, ""4"": 0.06434483081102371}"
Ugw-8-4r_ie_L9ZQ5zd4AaABAg,2.0,"{""1"": 0.7351008057594299, ""2"": 0.11134881526231766, ""3"": 0.0757361352443695, ""4"": 0.0778142660856247}"
Ugw-8Nqin-FLbUbF6114AaABAg,2.0,"{""1"": 0.03550267592072487, ""2"": 0.14776170253753662, ""3"": 0.10527527332305908, ""4"": 0.7114603519439697}"
Ugw-Coi_2IQKUwIZnN14AaABAg,1.0,"{""1"": 0.9806761145591736, ""2"": 0.008369379676878452, ""3"": 0.0017219046130776405, ""4"": 0.009232594631612301}"
Ugw-XhqZFNM7Z1aSiMt4AaABAg,3.0,"{""1"": 0.6768220663070679, ""2"": 0.16269458830356598, ""3"": 0.08976493030786514, ""4"": 0.07071835547685623}"
Ugw-XkoygOhQH9eyR814AaABAg,1.0,"{""1"": 0.025767402723431587, ""2"": 0.006890527438372374, ""3"": 0.006373490672558546, ""4"": 0.960968554019928}"
Ugw-z2euYCdy_8PlvCp4AaABAg,2.0,"{""1"": 0.9638707041740417, ""2"": 0.018610462546348572, ""3"": 0.005670796148478985, ""4"": 0.01184805203229189}"
Ugw-zAoUth-zJSm-Rk14AaABAg,2.0,"{""1"": 0.5643219947814941, ""2"": 0.16344138979911804, ""3"": 0.11826696991920471, ""4"": 0.1539696604013443}"
Ugw0Azrl35Lsi3YKzEp4AaABAg,2.0,"{""1"": 0.11062567681074142, ""2"": 0.10651305317878723, ""3"": 0.3946130871772766, ""4"": 0.38824817538261414}"
Ugw0LNU6yznhlqbjGHx4AaABAg,1.0,"{""1"": 0.5176807045936584, ""2"": 0.16071440279483795, ""3"": 0.07110687345266342, ""4"": 0.25049805641174316}"
Ugw0SKomzyhYyP_9cO14AaABAg,1.0,"{""1"": 0.7263438105583191, ""2"": 0.128417506814003, ""3"": 0.0749637708067894, ""4"": 0.07027500867843628}"
Ugw0cnGnpB65X7vH34p4AaABAg,4.0,"{""1"": 0.008470706641674042, ""2"": 0.011084521189332008, ""3"": 0.018915366381406784, ""4"": 0.9615294337272644}"
Ugw0hiW_vKxKJg798KN4AaABAg,2.0,"{""1"": 0.9818745255470276, ""2"": 0.00876384787261486, ""3"": 0.0030577376019209623, ""4"": 0.006303818896412849}"
Ugw0n4xsKzRQbiYUYNp4AaABAg,1.0,"{""1"": 0.980538547039032, ""2"": 0.008198397234082222, ""3"": 0.0035821094643324614, ""4"": 0.007680906448513269}"
Ugw0qsGcLBGItHFSQb14AaABAg,2.0,"{""1"": 0.8105854392051697, ""2"": 0.08548307418823242, ""3"": 0.053564246743917465, ""4"": 0.050367262214422226}"
Ugw0tPb9IaRFcdHeTD14AaABAg,2.0,"{""1"": 0.6382094621658325, ""2"": 0.16498102247714996, ""3"": 0.11489000916481018, ""4"": 0.08191954344511032}"
Ugw1-cPEeNg4IQUDSy94AaABAg,2.0,"{""1"": 0.8797313570976257, ""2"": 0.05811401084065437, ""3"": 0.011680505238473415, ""4"": 0.050474148243665695}"
Ugw16D2oK20A__5E66N4AaABAg,4.0,"{""1"": 0.9147530794143677, ""2"": 0.03372279182076454, ""3"": 0.014197842217981815, ""4"": 0.03732629120349884}"
Ugw1Cv1E4ZprjTRZwtp4AaABAg,3.0,"{""1"": 0.10432546585798264, ""2"": 0.09241504222154617, ""3"": 0.08329251408576965, ""4"": 0.7199670076370239}"
Ugw1DH6JocRzddkSsId4AaABAg,1.0,"{""1"": 0.4896252751350403, ""2"": 0.22088947892189026, ""3"": 0.20159777998924255, ""4"": 0.08788745105266571}"
Ugw1ELFXR9p7t7aVoNl4AaABAg,2.0,"{""1"": 0.6545785665512085, ""2"": 0.1604740470647812, ""3"": 0.0953153744339943, ""4"": 0.08963195979595184}"
Ugw1N5Ie4Oya-s1zv014AaABAg,1.0,"{""1"": 0.6103465557098389, ""2"": 0.15097880363464355, ""3"": 0.1315189003944397, ""4"": 0.10715573281049728}"
Ugw1SAmYSjT1v9h9iHx4AaABAg,4.0,"{""1"": 0.16042841970920563, ""2"": 0.13494278490543365, ""3"": 0.08274991065263748, ""4"": 0.6218789219856262}"
Ugw1bbBQJxY3yxy4FBN4AaABAg,1.0,"{""1"": 0.8689593076705933, ""2"": 0.07491200417280197, ""3"": 0.011234768666327, ""4"": 0.04489391669631004}"
Ugw1nCetQgEz2KVCeBB4AaABAg,2.0,"{""1"": 0.05724160745739937, ""2"": 0.08909636735916138, ""3"": 0.05576593801379204, ""4"": 0.7978960871696472}"
Ugw1oyNKWf7LfzCgnO54AaABAg,4.0,"{""1"": 0.3425086438655853, ""2"": 0.18386077880859375, ""3"": 0.08448533713817596, ""4"": 0.3891451954841614}"
Ugw1zjm6xZG2hX6gw754AaABAg,1.0,"{""1"": 0.8499436378479004, ""2"": 0.0733366385102272, ""3"": 0.0441373735666275, ""4"": 0.03258238732814789}"
Ugw2VnU0tp-VzvWbNZh4AaABAg,2.0,"{""1"": 0.830700159072876, ""2"": 0.10932648926973343, ""3"": 0.03581888973712921, ""4"": 0.024154450744390488}"
Ugw2ZzXiYjBamRelnG14AaABAg,2.0,"{""1"": 0.7985066771507263, ""2"": 0.09921645373106003, ""3"": 0.053725019097328186, ""4"": 0.048551831394433975}"
Ugw2d4oklL_P_AlcWb94AaABAg,3.0,"{""1"": 0.018775051459670067, ""2"": 0.021757489070296288, ""3"": 0.025391774252057076, ""4"": 0.9340757131576538}"
Ugw2h8sGbSNTMpch-Ox4AaABAg,1.0,"{""1"": 0.21984058618545532, ""2"": 0.14478035271167755, ""3"": 0.08160977810621262, ""4"": 0.5537692904472351}"
Ugw2wCivJJLEWS-TwFZ4AaABAg,2.0,"{""1"": 0.07506895810365677, ""2"": 0.05950670689344406, ""3"": 0.04133428633213043, ""4"": 0.8240900039672852}"
Ugw2xYL1UlMP4b8d4mZ4AaABAg,1.0,"{""1"": 0.4573074281215668, ""2"": 0.17500032484531403, ""3"": 0.05075802654027939, ""4"": 0.3169342875480652}"
Ugw35HSayn6GKNN7RaJ4AaABAg,2.0,"{""1"": 0.7716661691665649, ""2"": 0.1279139518737793, ""3"": 0.034484006464481354, ""4"": 0.06593585014343262}"
Ugw3PrEKmu6EeKJm8Ud4AaABAg,1.0,"{""1"": 0.7562468647956848, ""2"": 0.10893185436725616, ""3"": 0.0737454891204834, ""4"": 0.0610758401453495}"
Ugw3eWrdTQd2jiC0X6R4AaABAg,1.0,"{""1"": 0.0968087762594223, ""2"": 0.06878495216369629, ""3"": 0.0604868084192276, ""4"": 0.773919403553009}"
Ugw3jbgFGVfdp-XrLnR4AaABAg,3.0,"{""1"": 0.8342674970626831, ""2"": 0.07864724844694138, ""3"": 0.04495567828416824, ""4"": 0.042129676789045334}"
Ugw3kzFMzlbh8_GkAfJ4AaABAg,1.0,"{""1"": 0.8212181329727173, ""2"": 0.0871112048625946, ""3"": 0.04920231178402901, ""4"": 0.042468320578336716}"
Ugw3zIVfCaCfOeZ8SbF4AaABAg,4.0,"{""1"": 0.01440404076129198, ""2"": 0.022734258323907852, ""3"": 0.026444729417562485, ""4"": 0.9364169239997864}"
Ugw4AnWp7D7eeXQGM0p4AaABAg,1.0,"{""1"": 0.7181304693222046, ""2"": 0.13449923694133759, ""3"": 0.0790843814611435, ""4"": 0.06828586757183075}"
Ugw4Iv7NEBL_HvToZMl4AaABAg,4.0,"{""1"": 0.008322288282215595, ""2"": 0.01661456562578678, ""3"": 0.01875416934490204, ""4"": 0.9563089609146118}"
Ugw4JEJO7gBnFaPidrF4AaABAg,4.0,"{""1"": 0.8120028972625732, ""2"": 0.08819418400526047, ""3"": 0.056596655398607254, ""4"": 0.04320623725652695}"
Ugw4i05IEsUBzozEa9V4AaABAg,1.0,"{""1"": 0.7736999988555908, ""2"": 0.09263391047716141, ""3"": 0.07365963608026505, ""4"": 0.060006462037563324}"
Ugw4j11jFi4JTPAAQHd4AaABAg,2.0,"{""1"": 0.8029799461364746, ""2"": 0.11790307611227036, ""3"": 0.043854970484972, ""4"": 0.03526199981570244}"
Ugw4kI_fnC_kpRfqYoh4AaABAg,2.0,"{""1"": 0.7795863151550293, ""2"": 0.09805620461702347, ""3"": 0.06599567085504532, ""4"": 0.056361861526966095}"
Ugw4ni4KfL497giwgDR4AaABAg,1.0,"{""1"": 0.6743665337562561, ""2"": 0.11235638707876205, ""3"": 0.09751919656991959, ""4"": 0.11575785279273987}"
Ugw4ruHv276vCImEEId4AaABAg,2.0,"{""1"": 0.9551382064819336, ""2"": 0.02356107532978058, ""3"": 0.006445048842579126, ""4"": 0.014855671674013138}"
Ugw4vImN0m-deqDetoZ4AaABAg,1.0,"{""1"": 0.7839800119400024, ""2"": 0.09420207142829895, ""3"": 0.05283946916460991, ""4"": 0.06897846609354019}"
Ugw52-KYInJX-6_h9WN4AaABAg,4.0,"{""1"": 0.26551905274391174, ""2"": 0.26871299743652344, ""3"": 0.1256406605243683, ""4"": 0.34012725949287415}"
Ugw53M5V9wbp7atGzLB4AaABAg,3.0,"{""1"": 0.6855787634849548, ""2"": 0.1312158852815628, ""3"": 0.10292121022939682, ""4"": 0.08028410375118256}"
Ugw56Kiom977Tg-CsV14AaABAg,2.0,"{""1"": 0.8045253753662109, ""2"": 0.08386029303073883, ""3"": 0.05444071814417839, ""4"": 0.057173606008291245}"
Ugw5BSVZLvPnfQOYQ-t4AaABAg,3.0,"{""1"": 0.003019964788109064, ""2"": 0.004960909020155668, ""3"": 0.007690001279115677, ""4"": 0.9843291640281677}"
Ugw5OjHVjguSLF6Mcm14AaABAg,1.0,"{""1"": 0.7806469202041626, ""2"": 0.12949571013450623, ""3"": 0.02363799698650837, ""4"": 0.06621938198804855}"
Ugw5WxXhXfqkgKmBArl4AaABAg,1.0,"{""1"": 0.35021084547042847, ""2"": 0.24058754742145538, ""3"": 0.0958317443728447, ""4"": 0.31336984038352966}"
Ugw5tgq7TDGvMRqc9KN4AaABAg,2.0,"{""1"": 0.9691779017448425, ""2"": 0.01134495623409748, ""3"": 0.007190580014139414, ""4"": 0.012286564335227013}"
Ugw6-oWRj7Ht1bWqNWl4AaABAg,1.0,"{""1"": 0.37809187173843384, ""2"": 0.5059751272201538, ""3"": 0.030151013284921646, ""4"": 0.08578198403120041}"
